engine,query,start,len,success,result,median_ms,avg_ms,min_ms,max_ms,intermediate_paths,peak_memory_mb,error
kuzu,q2,3999,2,1,0,16.076520085334778,16.076520085334778,16.076520085334778,16.076520085334778,67,1695.117312,
