engine,length,result,runtime_ms,intermediate_paths
recap-new-optimized,2,422,50.15622079372406,441
recap-new-optimized,3,4621,46.86163365840912,4640
recap-new-optimized,4,38444,52.536219358444214,38463
recap-new-optimized,5,279035,100.15535354614258,279054
recap-new-optimized,6,1818120,433.106005191803,1818139
recap-new-optimized,7,10704627,2252.62214243412,10704646
recap-new-optimized,8,57615956,12418.933376669884,57615975
