length,result,reference_result,match,runtime_ms,error
2,2899,2899,True,5765.100851655006,
3,17533,17533,True,9311.425551772118,
4,45014,45014,True,22403.40666472912,
5,104274,104274,True,48042.89911687374,
6,194680,194680,True,86495.68402767181,
7,319724,319724,True,191801.19928717613,
8,533278,533278,True,1050336.8255347013,
