length,result,reference_result,match,runtime_ms,error
2,2899,2899,True,75.3660798072815,
3,17533,17533,True,150.70600807666779,
4,45014,45014,True,547.4663227796555,
5,104274,104274,True,3620.745152235031,
6,194680,194680,True,30614.70417678356,
7,319724,319724,True,315660.3288203478,
8,533278,533278,True,3203595.2113568783,
