length,result,reference_result,match,runtime_ms,error
2,184,184,True,76.16113126277924,
3,327,327,True,40.56674242019653,
4,338,338,True,49.777522683143616,
5,340,340,True,82.60728418827057,
6,340,340,True,150.7662832736969,
7,340,340,True,2198.300927877426,
8,340,340,True,6053.03218960762,
