length,result,reference_result,match,runtime_ms,error
2,184,184,True,74.32925701141357,
3,327,327,True,79.87408339977264,
4,338,338,True,96.92506492137909,
5,340,340,True,136.69991493225098,
6,340,340,True,560.5976283550262,
7,340,340,True,1967.8052365779877,
8,340,340,True,7719.18460726738,
