length,result,reference_result,match,runtime_ms,error
2,950,950,True,64.10500407218933,
3,2620,2620,True,69.40093636512756,
4,4625,4625,True,92.78526902198792,
5,6346,6346,True,168.62399876117706,
6,6489,6489,True,357.2086691856384,
7,6489,6489,True,774.6585607528687,
8,6489,6489,True,1621.0410296916962,
