start_vertex,length,mono_count,mono_ms,middleout_count,middleout_ms,f2_ms,f1_backward_ms,f3_ms,merge_ms,f2_rows,f1_backward_rows,f3_rows,match
383,3,182,85.39968729019165,182,325.7150650024414,22.995799779891968,208.67078006267548,41.1975234746933,52.850961685180664,25040,5470,32773,True
383,4,2108,2046.375259757042,2108,42131.18562102318,226.88956558704376,2209.38079059124,100.6862223148346,39594.22904253006,486066,184061,161772,True
594,3,17,21.986201405525208,17,292.2913283109665,26.450499892234802,209.013432264328,43.805524706840515,13.021871447563171,25040,927,32773,True
594,4,128,249.8883605003357,128,8455.761298537254,245.1319545507431,1908.5191935300827,91.77583456039429,6210.334315896034,486066,29412,161772,True
592,3,16,28.92272174358368,16,294.2153811454773,26.6282856464386,206.45850896835327,44.064462184906006,17.06412434577942,25040,1394,32773,True
592,4,368,518.3285772800446,368,7380.519300699234,210.8936309814453,1893.4279680252075,94.65493261814117,5181.54276907444,486066,40309,161772,True
635,3,0,23.138120770454407,0,282.617524266243,25.819942355155945,203.30816507339478,41.5693074464798,11.920109391212463,25040,740,32773,True
635,4,0,267.130047082901,0,4941.1987364292145,212.43257820606232,1892.8704857826233,92.14863181114197,2743.747040629387,486066,26948,161772,True
