engine,length,result,runtime_ms,intermediate_count_ms,peak_buffer_memory_mb,peak_rss_mb
recap-new-standard-udf,2,34,12.096315622329712,11.420279741287231,8.648704,388.124672
recap-new-standard-udf,3,1666,59.19857323169708,50.648048520088196,16.607232,405.487616
recap-new-standard-udf,4,52508,1299.5447367429733,1126.499980688095,33.124352,476.000256
recap-new-standard-udf,5,2743095,63602.23577916622,54122.392535209656,715.051008,2157.502464
