engine,query,start,len,success,result,median_ms,avg_ms,min_ms,max_ms,intermediate_paths,peak_memory_mb,error
neo4j,q2,9,2,1,26,292.31593012809753,292.81256596247357,291.8909043073654,294.2308634519577,561,14907.0848,
neo4j,q2,9,3,1,1023,316.22424721717834,317.70646075407666,316.12662971019745,320.7685053348541,11928,14907.0848,
neo4j,q2,9,4,1,29871,997.6632297039032,988.215317328771,940.7880008220673,1026.1947214603424,241424,14907.273216,
