engine,query,start,len,success,result,median_ms,avg_ms,min_ms,max_ms,intermediate_paths,peak_memory_mb,error
memgraph,q3,9,2,1,253,1.4684796333312988,1.4883627494176228,1.425907015800476,1.5707015991210938,561,943.4,
memgraph,q3,9,3,1,2054,22.693246603012085,22.675628463427227,22.55670726299286,22.776931524276733,11928,938.4,
memgraph,q3,9,4,1,10488,494.8328733444214,495.64702808856964,491.3688451051712,500.73936581611633,241424,934.7,
