engine,length,result,runtime_ms,intermediate_count_ms,peak_buffer_memory_mb,peak_rss_mb
recap-new-standard-udf,2,6435,197.94225692749023,179.69810962677002,8768.428032,19279.351808
recap-new-standard-udf,3,374725,12463.427603244781,12304.380625486374,8814.139392,19505.737728
