length,result,reference_result,match,runtime_ms,error
2,775,775,True,8.580103516578674,
3,6497,6497,True,36.31013631820679,
4,20027,20027,True,285.1652354001999,
5,46311,46311,True,2695.641741156578,
6,84847,84847,True,22763.51362466812,
7,138900,138900,True,198072.11495935917,
8,200855,200855,True,1685045.2486127615,
