engine,query,start,len,success,result,median_ms,avg_ms,min_ms,max_ms,intermediate_paths,peak_memory_mb,error
memgraph,q4,9,2,1,202,1.781463623046875,1.8710692723592122,1.769423484802246,2.0623207092285156,561,955.1,
memgraph,q4,9,3,1,1360,29.96593713760376,29.84340488910675,29.57572042942047,29.98855710029602,11928,949.9,
memgraph,q4,9,4,1,7517,691.3483887910843,694.0774917602539,690.3702169656754,700.5138695240021,241424,941.1,
