engine,query,start,len,success,result,median_ms,avg_ms,min_ms,max_ms,intermediate_paths,peak_memory_mb,error
kuzu,q4,9,2,1,202,12.126073241233826,13.115500410397848,10.09175181388855,17.128676176071167,561,1564.377088,
kuzu,q4,9,3,1,1360,55.823832750320435,55.96811572710673,55.68985641002655,56.390658020973206,11932,1738.612736,
kuzu,q4,9,4,1,7517,653.1825661659241,648.6522952715555,639.0860080718994,653.6883115768433,241732,2102.091776,
